g7.t1_1	rna-NM_132816.4_1
g4918.t1_1	rna-NM_142189.4_1
g4920.t1_1	rna-NM_136684.3_1
g4922.t1_1	rna-NM_164615.2_1
g4923.t1_1	rna-NM_057842.3_1
g4927.t2_1	rna-NM_168704.4_1
g4928.t1_1	rna-NM_001297971.1_1
g4929.t1_1	rna-NM_136092.2_1
g4930.t1_1	rna-NM_001297912.1_1
g4931.t1_1	rna-NM_169074.2_1
g4932.t1_1	rna-NM_001300584.1_1
g4933.t2_1	rna-NM_001275831.1_1
g4935.t1_1	rna-NM_138217.3_1
g4937.t1_1	rna-NM_141182.3_1
g4938.t1_1	rna-NM_135678.2_1
g4939.t1_1	rna-NM_001298423.1_1
g4940.t1_1	rna-NM_001298424.1_1
g4942.t1_1	rna-NM_001299539.1_1
g4943.t1_1	rna-NM_170321.3_1
g4947.t1_1	rna-NM_176148.2_1
g4952.t2_1	rna-NM_078976.4_1
g4954.t3_1	rna-NM_001382080.1_1
g4955.t1_1	rna-NM_140581.4_1
g4956.t1_1	rna-NM_138249.3_1
g4960.t1_1	rna-NM_001273156.2_1
g4961.t1_1	rna-NM_134802.4_1
g4962.t1_1	rna-NM_135112.3_1
g4963.t1_1	rna-NM_001274029.2_1
g4964.t1_1	rna-NM_001104194.2_1
g4969.t1_1	rna-NM_141651.3_1
g4976.t1_1	rna-NM_001104286.2_1
g4981.t1_1	rna-NM_141756.5_1
g4982.t1_1	rna-NM_001031901.2_1
g4984.t2_1	rna-NM_137767.4_1
g4987.t1_1	rna-NM_142294.4_1
g4990.t1_1	rna-NM_169085.3_1
g4991.t1_1	rna-NM_001300709.1_1
g4992.t1_1	rna-NM_001414107.1_1
g4994.t1_1	rna-NM_001273392.1_1
g4995.t1_1	rna-NM_001298433.1_1
g4996.t1_1	rna-NM_206094.3_1
g4997.t3_1	rna-NM_166328.3_1
g4998.t1_1	rna-NM_001299365.1_1
g5004.t1_1	rna-NM_001382034.1_1
g5005.t1_1	rna-NM_057969.6_1
g5008.t1_1	rna-NM_132856.2_1
g5011.t1_1	rna-NM_001201741.1_1
g5013.t1_1	rna-NM_078704.4_1
g5015.t3_1	rna-NM_167285.4_1
g5016.t1_1	rna-NM_167247.2_1
g5019.t1_1	rna-NM_001015319.2_1
g5021.t1_1	rna-NM_130557.3_1
g5022.t1_1	rna-NM_057552.4_1
g5026.t1_1	rna-NM_079885.2_1
g5027.t1_1	rna-NM_001014498.3_1
g5028.t1_1	rna-NM_135648.2_1
g5029.t1_1	rna-NM_001104418.2_1
g5030.t1_1	rna-NM_001275848.1_1
g5032.t1_1	rna-NM_132428.3_1
g5033.t1_1	rna-NM_206345.2_1
g5035.t1_1	rna-NM_132704.4_1
g5036.t1_1	rna-NM_140298.3_1
g5040.t1_1	rna-NM_001274671.2_1
g5041.t1_1	rna-NM_057411.4_1
g5042.t1_1	rna-NM_130624.3_1
g5043.t1_1	rna-NM_142600.3_1
g5044.t1_1	rna-NM_001298049.1_1
g5045.t1_1	rna-NM_139477.2_1
g5049.t1_1	rna-NM_138018.3_1
g5050.t1_1	rna-NM_132429.4_1
g5053.t1_1	rna-NM_168524.2_1
g5054.t1_1	rna-NM_001274794.1_1
g5056.t1_1	rna-NM_001202069.1_1
g5058.t1_1	rna-NM_137846.3_1
g5059.t1_1	rna-NM_170197.3_1
g5061.t1_1	rna-NM_136044.3_1
g5062.t2_1	rna-NM_141683.3_1
g5064.t1_1	rna-NM_167359.2_1
g5067.t1_1	rna-NM_141817.3_1
g5068.t1_1	rna-NM_134761.4_1
g5071.t1_1	rna-NM_001300540.1_1
g5080.t1_1	rna-NM_132792.3_1
g5094.t1_1	rna-NM_166150.3_1
g5095.t1_1	rna-NM_001299908.1_1
g5101.t1_1	rna-NM_138031.3_1
g5102.t2_1	rna-NM_001274357.1_1
g5103.t1_1	rna-NM_135271.3_1
g5105.t1_1	rna-NM_078927.3_1
g5107.t2_1	rna-NM_134768.4_1
g5109.t1_1	rna-NM_136372.4_1
g5110.t1_1	rna-NM_167687.3_1
g5111.t1_1	rna-NM_058067.3_1
g5115.t1_1	rna-NM_137249.4_1
g5122.t1_1	rna-NM_001014474.4_1
g5126.t1_1	rna-NM_138006.2_1
g5129.t1_1	rna-NM_165597.2_1
g5132.t1_1	rna-NM_001274532.1_1
g5134.t2_1	rna-NM_143703.3_1
g5139.t1_1	rna-NM_168449.2_1
g5141.t1_1	rna-NM_057313.5_1
g5142.t1_1	rna-NM_142386.4_1
g5143.t1_1	rna-NM_141764.4_1
g5144.t1_1	rna-NM_168624.3_1
g5145.t2_1	rna-NM_141179.4_1
g5146.t1_1	rna-NM_078564.3_1
g5149.t1_1	rna-NM_135358.2_1
g5150.t1_1	rna-NM_001298966.1_1
g5151.t1_1	rna-NM_001275255.1_1
g5152.t2_1	rna-NM_176587.2_1
g5153.t2_1	rna-NM_143019.3_1
g5155.t1_1	rna-NM_079060.3_1
g5156.t1_1	rna-NM_136435.4_1
g5157.t1_1	rna-NM_166019.3_1
g5161.t1_1	rna-NM_001104261.2_1
g5163.t1_1	rna-NM_136710.4_1
g5166.t1_1	rna-NM_080377.3_1
g5168.t1_1	rna-NM_168201.2_1
g5169.t1_1	rna-NM_136448.3_1
g5170.t1_1	rna-NM_143932.3_1
g5179.t1_1	rna-NM_142495.4_1
g5180.t1_1	rna-NM_001274435.1_1
g5182.t1_1	rna-NM_132826.4_1
g5183.t1_1	rna-NM_080313.3_1
g5184.t1_1	rna-NM_130489.3_1
g5185.t1_1	rna-NM_130614.4_1
g5203.t1_1	rna-NM_166753.3_1
g5222.t1_1	rna-NM_132050.2_1
g5223.t1_1	rna-NM_140195.4_1
g5224.t1_1	rna-NM_137243.3_1
g5225.t1_1	rna-NM_139921.4_1
g5226.t1_1	rna-NM_142951.3_1
g5227.t1_1	rna-NM_135274.2_1
g5228.t1_1	rna-NM_078719.4_1
g5235.t1_1	rna-NM_057773.4_1
g5238.t2_1	rna-NM_136436.3_1
g5240.t1_1	rna-NM_135027.4_1
g5241.t1_1	rna-NM_141113.3_1
g5242.t1_1	rna-NM_132209.2_1
g5244.t2_1	rna-NM_001258513.2_1
g5245.t1_1	rna-NM_139845.3_1
g5246.t2_1	rna-NM_001370043.1_1
g5256.t1_1	rna-NM_142787.2_1
g5265.t1_1	rna-NM_137575.2_1
g5267.t1_1	rna-NM_001169655.2_1
g5271.t2_1	rna-NM_142285.2_1
g5275.t2_1	rna-NM_001299695.1_1
g5278.t1_1	rna-NM_137092.4_1
g5279.t1_1	rna-NM_143710.3_1
g5284.t1_1	rna-NM_078715.4_1
g5286.t1_1	rna-NM_143209.2_1
g5288.t2_1	rna-NM_168141.2_1
g5309.t1_1	rna-NM_001299711.1_1
g5324.t1_1	rna-NM_001299543.1_1
g5332.t1_1	rna-NM_135024.2_1
g5333.t1_1	rna-NM_080488.3_1
g5335.t1_1	rna-NM_001382180.1_1
g5336.t1_1	rna-NM_001276224.2_1
g5337.t2_1	rna-NM_143311.3_1
g5338.t1_1	rna-NM_176544.3_1
g5348.t2_1	rna-NM_136482.2_1
g5354.t1_1	rna-NM_057862.5_1
g5357.t1_1	rna-NM_079013.4_1
g5358.t1_1	rna-NM_140251.3_1
g5361.t1_1	rna-NM_001300666.1_1
g5364.t1_1	rna-NM_001299458.1_1
g5365.t1_1	rna-NM_136587.3_1
g5370.t1_1	rna-NM_001144658.2_1
g5376.t1_1	rna-NM_001260176.2_1
g5377.t1_1	rna-NM_138180.4_1
g5380.t2_1	rna-NM_001297988.1_1
g5381.t1_1	rna-NM_140733.3_1
g5386.t1_1	rna-NM_141964.3_1
g5471.t1_1	rna-NM_136181.2_1
g5476.t1_1	rna-NM_165600.2_1
g5479.t1_1	rna-NM_001274208.2_1
g5482.t1_1	rna-NM_166535.2_1
g5483.t1_1	rna-NM_079070.4_1
g5485.t2_1	rna-NM_079067.4_1
g5486.t1_1	rna-NM_142704.3_1
g5487.t2_1	rna-NM_164994.3_1
g5488.t1_1	rna-NM_079697.3_1
g5492.t1_1	rna-NM_001275568.1_1
g5494.t2_1	rna-NM_001103673.3_1
g5497.t1_1	rna-NM_142044.4_1
g5498.t1_1	rna-NM_169650.3_1
g5511.t1_1	rna-NM_078869.6_1
g5513.t1_1	rna-NM_143400.3_1
g5525.t1_1	rna-NM_140693.3_1
g5527.t1_1	rna-NM_140058.3_1
g5538.t2_1	rna-NM_170391.3_1
g5539.t1_1	rna-NM_001275928.1_1
g5543.t1_1	rna-NM_001169842.2_1
g5544.t1_1	rna-NM_001273183.2_1
g5547.t1_1	rna-NM_139401.2_1
g5548.t1_1	rna-NM_143402.4_1
g5550.t1_1	rna-NM_132162.4_1
g5551.t1_1	rna-NM_001260088.1_1
g5552.t1_1	rna-NM_001043307.3_1
g5554.t1_1	rna-NM_137581.4_1
g5556.t1_1	rna-NM_135752.3_1
g5557.t1_1	rna-NM_079355.3_1
g5559.t1_1	rna-NM_079401.3_1
g5561.t1_1	rna-NM_141546.4_1
g5562.t1_1	rna-NM_001276204.1_1
g5563.t1_1	rna-NM_165067.2_1
g5564.t1_1	rna-NM_057698.5_1
g5571.t1_1	rna-NM_165075.3_1
g5572.t1_1	rna-NM_001273547.1_1
g5580.t1_1	rna-NM_137418.3_1
g5581.t1_1	rna-NM_143254.3_1
g5585.t1_1	rna-NM_080128.5_1
g5586.t1_1	rna-NM_139914.4_1
g5595.t1_1	rna-NM_079179.3_1
g5596.t1_1	rna-NM_001273634.1_1
g5599.t1_1	rna-NM_135061.4_1
g5600.t1_1	rna-NM_140282.3_1
g5601.t1_1	rna-NM_167045.3_1
g5602.t1_1	rna-NM_142519.2_1
g5603.t1_1	rna-NM_141826.4_1
g5605.t1_1	rna-NM_001274275.1_1
g5610.t1_1	rna-NM_141602.4_1
g5615.t1_1	rna-NM_135017.3_1
g5620.t1_1	rna-NM_001202059.2_1
g5622.t2_1	rna-NM_166683.2_1
g5624.t1_1	rna-NM_079129.3_1
g5625.t1_1	rna-NM_139905.4_1
g5626.t1_1	rna-NM_142838.4_1
g5628.t1_1	rna-NM_169233.2_1
g5629.t1_1	rna-NM_079581.4_1
g5631.t1_1	rna-NM_139770.4_1
g5632.t1_1	rna-NM_136555.3_1
g5636.t1_1	rna-NM_143403.4_1
g5637.t1_1	rna-NM_134990.3_1
g5641.t1_1	rna-NM_132246.3_1
g5642.t1_1	rna-NM_001275791.1_1
g5643.t2_1	rna-NM_078539.3_1
g5645.t1_1	rna-NM_165920.3_1
g5646.t1_1	rna-NM_058105.5_1
g5647.t1_1	rna-NM_140510.3_1
g5648.t1_1	rna-NM_165065.4_1
g5650.t1_1	rna-NM_132886.3_1
g5651.t1_1	rna-NM_139857.3_1
g5652.t1_1	rna-NM_140835.4_1
g5654.t1_1	rna-NM_001258674.2_1
g5655.t1_1	rna-NM_001272606.1_1
g5656.t1_1	rna-NM_001273321.1_1
g5657.t2_1	rna-NM_001274870.1_1
g5662.t1_1	rna-NM_001169565.2_1
g5670.t1_1	rna-NM_141816.4_1
g5673.t1_1	rna-NM_078949.4_1
g5674.t1_1	rna-NM_001273591.1_1
g5676.t1_1	rna-NM_001103435.3_1
g5678.t1_1	rna-NM_080350.4_1
g5680.t1_1	rna-NM_139523.3_1
g5681.t1_1	rna-NM_131950.4_1
g5682.t1_1	rna-NM_169845.2_1
g5687.t1_1	rna-NM_001110887.2_1
g5688.t1_1	rna-NM_142073.5_1
g5691.t1_1	rna-NM_139526.4_1
g5692.t1_1	rna-NM_142928.3_1
g7161.t1_1	rna-NM_001275900.1_1
g7166.t1_1	rna-NM_057304.5_1
g7168.t1_1	rna-NM_135600.3_1
g7170.t1_1	rna-NM_001299589.1_1
g7172.t1_1	rna-NM_169923.3_1
g7173.t2_1	rna-NM_001275356.1_1
g7174.t1_1	rna-NM_141888.5_1
g7175.t1_1	rna-NM_132276.3_1
g7176.t1_1	rna-NM_141938.1_1
g7177.t1_1	rna-NM_132539.3_1
g7179.t2_1	rna-NM_137085.4_1
g7180.t1_1	rna-NM_132510.3_1
g7185.t1_1	rna-NM_136082.4_1
g7186.t1_1	rna-NM_001273406.1_1
g7187.t1_1	rna-NM_168472.2_1
g7189.t1_1	rna-NM_001274117.1_1
g7193.t1_1	rna-NM_001275133.1_1
g7194.t1_1	rna-NM_135266.4_1
g7196.t1_1	rna-NM_136242.4_1
g7197.t1_1	rna-NM_137251.3_1
g7198.t1_1	rna-NM_139510.4_1
g7202.t1_1	rna-NM_001299651.1_1
g7203.t1_1	rna-NM_001043187.2_1
g7205.t1_1	rna-NM_001103791.2_1
g7206.t1_1	rna-NM_167229.2_1
g7207.t1_1	rna-NM_141531.3_1
g7208.t1_1	rna-NM_133157.4_1
g7209.t1_1	rna-NM_001275531.2_1
g7210.t1_1	rna-NM_080045.4_1
g7213.t1_1	rna-NM_165656.3_1
g7219.t1_1	rna-NM_001258678.2_1
g7221.t1_1	rna-NM_136705.3_1
g7249.t1_1	rna-NM_142334.3_1
g7254.t1_1	rna-NM_164444.2_1
g7255.t2_1	rna-NM_142684.3_1
g7256.t1_1	rna-NM_001202009.2_1
g7257.t1_1	rna-NM_001297786.2_1
g7259.t1_1	rna-NM_001300479.1_1
g7262.t1_1	rna-NM_057916.4_1
g7264.t4_1	rna-NM_001104254.2_1
g7268.t1_1	rna-NM_001169658.2_1
g7270.t1_1	rna-NM_165149.3_1
g7271.t1_1	rna-NM_057518.4_1
g7272.t4_1	rna-NM_001258515.1_1
g7273.t1_1	rna-NM_001273947.1_1
g7317.t1_1	rna-NM_143062.3_1
g7318.t2_1	rna-NM_001259282.2_1
g7319.t2_1	rna-NM_130656.4_1
g7322.t2_1	rna-NM_001274098.1_1
g7323.t1_1	rna-NM_137993.4_1
g7324.t1_1	rna-NM_001299269.1_1
g7326.t2_1	rna-NM_001169362.2_1
g7328.t1_1	rna-NM_139762.3_1
g7329.t1_1	rna-NM_206616.2_1
g7330.t1_1	rna-NM_001297974.1_1
g7332.t1_1	rna-NM_079478.4_1
g7347.t1_1	rna-NM_139870.2_1
g7349.t1_1	rna-NM_078672.5_1
g7356.t1_1	rna-NM_137959.2_1
g7357.t1_1	rna-NM_138045.2_1
g7358.t1_1	rna-NM_142433.2_1
g7359.t1_1	rna-NM_141453.5_1
g7364.t1_1	rna-NM_079627.3_1
g7365.t1_1	rna-NM_142110.5_1
g7374.t1_1	rna-NM_137205.4_1
g7378.t1_1	rna-NM_001299476.1_1
g7380.t2_1	rna-NM_168071.1_1
g7383.t1_1	rna-NM_079250.2_1
g7389.t1_1	rna-NM_001275395.1_1
g7392.t1_1	rna-NM_138175.4_1
g7405.t1_1	rna-NM_080168.3_1
g7407.t1_1	rna-NM_169594.3_1
g7408.t1_1	rna-NM_135765.4_1
g7410.t1_1	rna-NM_132746.3_1
g7411.t1_1	rna-NM_136033.3_1
g7412.t2_1	rna-NM_176005.2_1
g7415.t1_1	rna-NM_080101.4_1
g7426.t1_1	rna-NM_001038795.3_1
g7427.t1_1	rna-NM_001260217.2_1
g7428.t1_1	rna-NM_001273336.1_1
g7429.t2_1	rna-NM_134500.4_1
g7430.t1_1	rna-NM_079729.3_1
g7432.t1_1	rna-NM_001347775.1_1
g7434.t1_1	rna-NM_001272150.2_1
g7436.t1_1	rna-NM_169784.2_1
g7437.t2_1	rna-NM_001258652.1_1
g7438.t4_1	rna-NM_001275935.1_1
g7439.t1_1	rna-NM_001014504.3_1
g7440.t1_1	rna-NM_001300534.1_1
g7441.t1_1	rna-NM_058054.4_1
g7444.t3_1	rna-NM_164575.2_1
g7453.t3_1	rna-NM_164845.4_1
g7454.t2_1	rna-NM_057403.4_1
g7455.t1_1	rna-NM_143706.5_1
g7456.t1_1	rna-NM_001104464.2_1
g7457.t1_1	rna-NM_079882.4_1
g7458.t7_1	rna-NM_168881.3_1
g7459.t3_1	rna-NM_140521.3_1
g7460.t1_1	rna-NM_140132.3_1
g7461.t1_1	rna-NM_169854.2_1
g7462.t2_1	rna-NM_001144305.2_1
g7463.t1_1	rna-NM_001110990.3_1
g7464.t1_1	rna-NM_001275549.1_1
g7465.t1_1	rna-NM_132145.4_1
g7467.t1_1	rna-NM_057797.4_1
g7469.t1_1	rna-NM_001169613.1_1
g7472.t2_1	rna-NM_168667.3_1
g7473.t1_1	rna-NM_141680.2_1
g7474.t1_1	rna-NM_057873.5_1
g7475.t2_1	rna-NM_169684.3_1
g7476.t1_1	rna-NM_079973.3_1
g7478.t1_1	rna-NM_057374.3_1
g7485.t1_1	rna-NM_001316433.1_1
g7486.t2_1	rna-NM_079282.2_1
g7494.t1_1	rna-NM_140143.3_1
g7495.t1_1	rna-NM_001103817.2_1
g7498.t1_1	rna-NM_141709.3_1
g7499.t1_1	rna-NM_137584.3_1
g7500.t1_1	rna-NM_138218.3_1
g7501.t1_1	rna-NM_143774.3_1
g7503.t1_1	rna-NM_137460.3_1
g7506.t1_1	rna-NM_079394.3_1
g7507.t1_1	rna-NM_140653.3_1
g7508.t1_1	rna-NM_079278.3_1
g7511.t1_1	rna-NM_137333.4_1
g7513.t1_1	rna-NM_136599.4_1
g7514.t1_1	rna-NM_001275994.2_1
g7518.t1_1	rna-NM_170003.3_1
g7520.t1_1	rna-NM_057326.5_1
g7521.t1_1	rna-NM_165040.3_1
g7522.t1_1	rna-NM_137659.5_1
g7525.t1_1	rna-NM_143468.2_1
g7526.t1_1	rna-NM_001042876.2_1
g7528.t1_1	rna-NM_170466.2_1
g7529.t1_1	rna-NM_141759.4_1
g7531.t1_1	rna-NM_079026.3_1
g7535.t1_1	rna-NM_001259574.2_1
g7536.t1_1	rna-NM_143738.4_1
g7537.t1_1	rna-NM_132803.2_1
g7538.t1_1	rna-NM_139381.2_1
g7540.t1_1	rna-NM_001259385.1_1
g7542.t1_1	rna-NM_176223.4_1
g7544.t1_1	rna-NM_132531.2_1
g7547.t1_1	rna-NM_001144237.2_1
g7564.t1_1	rna-NM_134684.3_1
g7573.t1_1	rna-NM_135151.4_1
g7575.t1_1	rna-NM_143624.3_1
g7578.t1_1	rna-NM_141591.3_1
g7579.t2_1	rna-NM_001274211.1_1
g7584.t1_1	rna-NM_057981.4_1
g7585.t1_1	rna-NM_001202381.2_1
g7592.t1_1	rna-NM_057500.4_1
g7593.t2_1	rna-NM_001347756.1_1
g7604.t1_1	rna-NM_001275695.1_1
g7607.t1_1	rna-NM_137956.2_1
g7608.t1_1	rna-NM_058135.4_1
g7613.t1_1	rna-NM_170386.2_1
g7614.t1_1	rna-NM_143325.4_1
g7615.t1_1	rna-NM_080180.4_1
g7619.t1_1	rna-NM_138171.2_1
g7624.t1_1	rna-NM_140390.4_1
g7625.t1_1	rna-NM_169296.3_1
g7631.t1_1	rna-NM_143524.4_1
g7643.t1_1	rna-NM_206689.2_1
g7645.t1_1	rna-NM_138051.4_1
g7646.t1_1	rna-NM_169705.2_1
g7647.t1_1	rna-NM_132853.3_1
g7649.t1_1	rna-NM_001300185.1_1
g7651.t1_1	rna-NM_135799.3_1
g7652.t1_1	rna-NM_134993.2_1
g7653.t1_1	rna-NM_137252.3_1
g7658.t1_1	rna-NM_142237.3_1
g7660.t1_1	rna-NM_078847.4_1
g7661.t1_1	rna-NM_001299019.1_1
g7662.t1_1	rna-NM_001032060.2_1
g7665.t1_1	rna-NM_133134.3_1
g7666.t1_1	rna-NM_001298526.1_1
g7667.t1_1	rna-NM_079437.4_1
g7668.t1_1	rna-NM_078489.3_1
g7669.t1_1	rna-NM_001201833.1_1
g7670.t2_1	rna-NM_057413.4_1
g7671.t1_1	rna-NM_078896.3_1
g7673.t1_1	rna-NM_143581.3_1
g7674.t1_1	rna-NM_134871.3_1
g7675.t1_1	rna-NM_079522.4_1
g7676.t1_1	rna-NM_079466.3_1
g7677.t1_1	rna-NM_139548.4_1
g7678.t1_1	rna-NM_137887.4_1
g7679.t1_1	rna-NM_078695.4_1
g7682.t1_1	rna-NM_165960.2_1
g7683.t1_1	rna-NM_139559.4_1
g7684.t1_1	rna-NM_136979.3_1
g7686.t1_1	rna-NM_001275157.1_1
g7688.t1_1	rna-NM_141021.2_1
g7689.t1_1	rna-NM_057362.3_1
g7691.t2_1	rna-NM_001144490.3_1
g7692.t1_1	rna-NM_137119.4_1
g7695.t1_1	rna-NM_206576.2_1
g7697.t1_1	rna-NM_141389.4_1
g7699.t2_1	rna-NM_141456.4_1
g7700.t2_1	rna-NM_001382017.1_1
g7701.t1_1	rna-NM_078518.3_1
g7702.t1_1	rna-NM_001273119.1_1
g7703.t1_1	rna-NM_169632.2_1
g7704.t1_1	rna-NM_001043288.2_1
g9260.t1_1	rna-NM_080038.4_1
g9262.t1_1	rna-NM_138221.2_1
g9272.t1_1	rna-NM_079586.4_1
g9277.t1_1	rna-NM_141527.3_1
g9279.t1_1	rna-NM_165180.2_1
g9281.t1_1	rna-NM_001110921.4_1
g9282.t1_1	rna-NM_079726.4_1
g9283.t2_1	rna-NM_001015132.2_1
g9284.t2_1	rna-NM_142795.4_1
g9289.t1_1	rna-NM_135560.3_1
g9291.t1_1	rna-NM_134935.3_1
g9292.t1_1	rna-NM_143015.4_1
g9295.t1_1	rna-NM_133002.2_1
g9297.t3_1	rna-NM_167328.4_1
g9312.t1_1	rna-NM_166838.3_1
g9322.t1_1	rna-NM_205960.4_1
g9324.t1_1	rna-NM_136201.5_1
g9328.t1_1	rna-NM_141593.4_1
g9329.t1_1	rna-NM_001144541.2_1
g9335.t2_1	rna-NM_169369.3_1
g9344.t1_1	rna-NM_141592.3_1
g9351.t1_1	rna-NM_135514.3_1
g9353.t1_1	rna-NM_057678.5_1
g9354.t2_1	rna-NM_080215.4_1
g9362.t1_1	rna-NM_145338.2_1
g9368.t1_1	rna-NM_141047.4_1
g9369.t1_1	rna-NM_142658.3_1
g9373.t1_1	rna-NM_080316.2_1
g9387.t1_1	rna-NM_130493.2_1
g9394.t1_1	rna-NM_001299579.1_1
g9398.t2_1	rna-NM_080297.3_1
g9401.t1_1	rna-NM_080003.4_1
g9403.t2_1	rna-NM_136582.4_1
g9410.t1_1	rna-NM_139554.4_1
g9413.t1_1	rna-NM_140688.3_1
g9414.t1_1	rna-NM_167323.2_1
g9416.t1_1	rna-NM_169600.2_1
g9417.t1_1	rna-NM_001273899.2_1
g9420.t1_1	rna-NM_166058.2_1
g9421.t1_1	rna-NM_079858.4_1
g9432.t1_1	rna-NM_001299453.1_1
g9433.t1_1	rna-NM_143348.4_1
g9435.t1_1	rna-NM_135693.2_1
g9436.t1_1	rna-NM_080046.3_1
g9439.t1_1	rna-NM_001274881.2_1
g9440.t2_1	rna-NM_001014636.3_1
g9451.t1_1	rna-NM_001103924.2_1
g9457.t1_1	rna-NM_001169556.2_1
g9465.t1_1	rna-NM_138107.3_1
g9466.t1_1	rna-NM_176370.3_1
g9468.t1_1	rna-NM_142391.5_1
g9470.t1_1	rna-NM_080177.4_1
g9473.t1_1	rna-NM_001275859.1_1
g9474.t1_1	rna-NM_168643.3_1
g9479.t1_1	rna-NM_001274767.1_1
g9485.t1_1	rna-NM_167758.2_1
g9489.t1_1	rna-NM_078872.5_1
g9492.t1_1	rna-NM_130667.4_1
g9494.t1_1	rna-NM_001299173.1_1
g9495.t1_1	rna-NM_078563.3_1
g9496.t1_1	rna-NM_001298255.1_1
g9501.t1_1	rna-NM_057779.5_1
g9502.t1_1	rna-NM_001274987.1_1
g9513.t1_1	rna-NM_135945.3_1
g9514.t1_1	rna-NM_139400.2_1
g9515.t1_1	rna-NM_058042.5_1
g9522.t1_1	rna-NM_130479.3_1
g9523.t1_1	rna-NM_166835.4_1
g9526.t1_1	rna-NM_001202087.1_1
g9527.t1_1	rna-NM_135090.4_1
g9528.t1_1	rna-NM_167575.2_1
g9530.t1_1	rna-NM_143458.3_1
g9531.t1_1	rna-NM_001260045.1_1
g9533.t1_1	rna-NM_057991.5_1
g9534.t1_1	rna-NM_001274983.2_1
g9537.t1_1	rna-NM_135949.3_1
g9538.t1_1	rna-NM_134864.4_1
g9542.t1_1	rna-NM_057336.5_1
g9543.t1_1	rna-NM_141442.3_1
g9545.t1_1	rna-NM_001316618.1_1
g9546.t1_1	rna-NM_001274551.1_1
g9547.t1_1	rna-NM_132174.3_1
g9548.t1_1	rna-NM_142267.3_1
g9549.t1_1	rna-NM_001144461.1_1
g9553.t1_1	rna-NM_168626.3_1
g9554.t1_1	rna-NM_132888.2_1
g9556.t1_1	rna-NM_164561.3_1
g9559.t1_1	rna-NM_135833.4_1
g9563.t1_1	rna-NM_057679.5_1
g9564.t1_1	rna-NM_001299907.1_1
g9567.t2_1	rna-NM_166356.2_1
g9568.t1_1	rna-NM_001201755.2_1
g9572.t1_1	rna-NM_130594.2_1
g9574.t1_1	rna-NM_132080.4_1
g9575.t1_1	rna-NM_132375.3_1
g9576.t1_1	rna-NM_166335.3_1
g9595.t2_1	rna-NM_137909.5_1
g9596.t1_1	rna-NM_001274220.2_1
g9597.t1_1	rna-NM_167134.2_1
g9598.t1_1	rna-NM_080102.5_1
g9599.t1_1	rna-NM_001272947.1_1
g9600.t1_1	rna-NM_138219.3_1
g9601.t1_1	rna-NM_137761.3_1
g9602.t1_1	rna-NM_141056.4_1
g9605.t1_1	rna-NM_137988.3_1
g9607.t1_1	rna-NM_001300202.2_1
g9608.t1_1	rna-NM_135999.4_1
g9610.t1_1	rna-NM_001299230.1_1
g9611.t1_1	rna-NM_132079.4_1
g9612.t1_1	rna-NM_135016.3_1
g9616.t1_1	rna-NM_136005.4_1
g9618.t1_1	rna-NM_001144405.3_1
g9619.t1_1	rna-NM_001274002.2_1
g9627.t1_1	rna-NM_001299089.1_1
g9629.t1_1	rna-NM_057425.3_1
g9634.t1_1	rna-NM_001276053.1_1
g9640.t1_1	rna-NM_001103809.3_1
g9648.t1_1	rna-NM_001170277.2_1
g9650.t1_1	rna-NM_137847.3_1
g9652.t1_1	rna-NM_001299618.1_1
g9654.t1_1	rna-NM_001272562.1_1
g9655.t1_1	rna-NM_142030.4_1
g9656.t1_1	rna-NM_140623.4_1
g9657.t1_1	rna-NM_079594.5_1
g9659.t1_1	rna-NM_001299367.1_1
g9660.t1_1	rna-NM_138049.3_1
g9663.t2_1	rna-NM_165543.2_1
g9664.t1_1	rna-NM_001300607.1_1
g9667.t1_1	rna-NM_001299291.1_1
g9669.t1_1	rna-NM_001260210.2_1
g9670.t1_1	rna-NM_001300249.1_1
g9671.t1_1	rna-NM_057449.4_1
g9672.t1_1	rna-NM_169796.2_1
g10942.t1_1	rna-NM_001274749.1_1
g10945.t2_1	rna-NM_001274090.1_1
g10946.t1_1	rna-NM_137223.3_1
g10948.t1_1	rna-NM_137408.4_1
g10951.t1_1	rna-NM_001202108.2_1
g10953.t1_1	rna-NM_001274562.1_1
g10954.t1_1	rna-NM_140870.2_1
g10955.t2_1	rna-NM_001273783.1_1
g10957.t4_1	rna-NM_001275291.1_1
g10958.t1_1	rna-NM_139519.4_1
g10962.t1_1	rna-NM_001316455.1_1
g10972.t1_1	rna-NM_001274885.1_1
g10973.t1_1	rna-NM_137428.3_1
g10975.t3_1	rna-NM_080055.3_1
g10978.t1_1	rna-NM_166929.2_1
g10982.t2_1	rna-NM_167275.2_1
g10985.t1_1	rna-NM_079502.3_1
g10987.t2_1	rna-NM_166594.2_1
g10990.t1_1	rna-NM_130698.2_1
g10991.t1_1	rna-NM_141282.3_1
g10993.t1_1	rna-NM_132680.3_1
g10995.t1_1	rna-NM_132576.2_1
g10999.t1_1	rna-NM_001298537.1_1
g11002.t1_1	rna-NM_206410.2_1
g11004.t2_1	rna-NM_001103640.2_1
g11005.t1_1	rna-NM_139496.3_1
g11006.t2_1	rna-NM_001300047.1_1
g11007.t1_1	rna-NM_137734.4_1
g11011.t1_1	rna-NM_001272428.1_1
g11012.t1_1	rna-NM_132998.2_1
