chromosome,A_obtectus,B_siliquastri,C_chinensis,C_maculatus,four_way_OG_ID,pairs_OG_IDs_lists
A,rna-AOBTE_LOCUS30784-2,BRAKERILHT00000015881,CALCHIM00000043398,g1868.t1,6635,"['B_siliquastri_C_maculatus_A-linked_ortholog_8880', 'A_obtectus_C_chinensis_A-linked_ortholog_9114', 'A_obtectus_B_siliquastri_A-linked_ortholog_8790', 'B_siliquastri_C_chinensis_A-linked_ortholog_9480', 'C_chinensis_C_maculatus_A-linked_ortholog_8277', 'A_obtectus_C_maculatus_A-linked_ortholog_8377']"
A,rna-AOBTE_LOCUS30786-6,BRAKERILHT00000016987,CALCHIM00000050830,g1870.t1,6636,"['B_siliquastri_C_maculatus_A-linked_ortholog_8881', 'A_obtectus_C_chinensis_A-linked_ortholog_9115', 'A_obtectus_B_siliquastri_A-linked_ortholog_8791', 'B_siliquastri_C_chinensis_A-linked_ortholog_9482', 'C_chinensis_C_maculatus_A-linked_ortholog_8110', 'A_obtectus_C_maculatus_A-linked_ortholog_8378']"
A,rna-AOBTE_LOCUS30787,BRAKERILHT00000016346,CALCHIM00000050835,g1871.t1,6637,"['B_siliquastri_C_maculatus_A-linked_ortholog_8882', 'A_obtectus_C_chinensis_A-linked_ortholog_9116', 'A_obtectus_B_siliquastri_A-linked_ortholog_8792', 'B_siliquastri_C_chinensis_A-linked_ortholog_9483', 'C_chinensis_C_maculatus_A-linked_ortholog_8111', 'A_obtectus_C_maculatus_A-linked_ortholog_8379']"
A,rna-AOBTE_LOCUS30788,BRAKERILHT00000016210,CALCHIM00000050821,g1872.t1,6638,"['B_siliquastri_C_maculatus_A-linked_ortholog_8883', 'A_obtectus_C_chinensis_A-linked_ortholog_9117', 'A_obtectus_B_siliquastri_A-linked_ortholog_8793', 'B_siliquastri_C_chinensis_A-linked_ortholog_9484', 'C_chinensis_C_maculatus_A-linked_ortholog_8109', 'A_obtectus_C_maculatus_A-linked_ortholog_8380']"
A,rna-AOBTE_LOCUS30790,BRAKERILHT00000015819,CALCHIM00000050812,g1876.t1,6639,"['B_siliquastri_C_maculatus_A-linked_ortholog_8888', 'A_obtectus_C_chinensis_A-linked_ortholog_9118', 'A_obtectus_B_siliquastri_A-linked_ortholog_8794', 'B_siliquastri_C_chinensis_A-linked_ortholog_9489', 'C_chinensis_C_maculatus_A-linked_ortholog_8105', 'A_obtectus_C_maculatus_A-linked_ortholog_8381']"
A,rna-AOBTE_LOCUS30791,BRAKERILHT00000016897,CALCHIM00000050816,g1875.t1,6640,"['B_siliquastri_C_maculatus_A-linked_ortholog_8887', 'A_obtectus_C_chinensis_A-linked_ortholog_9119', 'A_obtectus_B_siliquastri_A-linked_ortholog_8795', 'B_siliquastri_C_chinensis_A-linked_ortholog_9488', 'C_chinensis_C_maculatus_A-linked_ortholog_8106', 'A_obtectus_C_maculatus_A-linked_ortholog_8382']"
A,rna-AOBTE_LOCUS30792,BRAKERILHT00000016505,CALCHIM00000050817,g1873.t1,6641,"['B_siliquastri_C_maculatus_A-linked_ortholog_8885', 'A_obtectus_C_chinensis_A-linked_ortholog_9120', 'A_obtectus_B_siliquastri_A-linked_ortholog_8796', 'B_siliquastri_C_chinensis_A-linked_ortholog_9486', 'C_chinensis_C_maculatus_A-linked_ortholog_8107', 'A_obtectus_C_maculatus_A-linked_ortholog_8383']"
A,rna-AOBTE_LOCUS30793,BRAKERILHT00000016808,CALCHIM00000050820,g1874.t1,6642,"['B_siliquastri_C_maculatus_A-linked_ortholog_8886', 'A_obtectus_C_chinensis_A-linked_ortholog_9121', 'A_obtectus_B_siliquastri_A-linked_ortholog_8797', 'B_siliquastri_C_chinensis_A-linked_ortholog_9487', 'C_chinensis_C_maculatus_A-linked_ortholog_8108', 'A_obtectus_C_maculatus_A-linked_ortholog_8384']"
A,rna-AOBTE_LOCUS30794-2,BRAKERILHT00000016526,CALCHIM00000045422,g5222.t1,6643,"['B_siliquastri_C_maculatus_A-linked_ortholog_9082', 'A_obtectus_C_chinensis_A-linked_ortholog_9122', 'A_obtectus_B_siliquastri_A-linked_ortholog_8798', 'B_siliquastri_C_chinensis_A-linked_ortholog_9710', 'C_chinensis_C_maculatus_A-linked_ortholog_8595', 'A_obtectus_C_maculatus_A-linked_ortholog_8385']"
A,rna-AOBTE_LOCUS30795,BRAKERILHT00000016844,CALCHIM00000013324,g14664.t1,6644,"['B_siliquastri_C_maculatus_A-linked_ortholog_9083', 'A_obtectus_C_chinensis_A-linked_ortholog_9123', 'A_obtectus_B_siliquastri_A-linked_ortholog_8799', 'B_siliquastri_C_chinensis_A-linked_ortholog_9711', 'C_chinensis_C_maculatus_A-linked_ortholog_9085', 'A_obtectus_C_maculatus_A-linked_ortholog_8386']"
A,rna-AOBTE_LOCUS30799-3,BRAKERILHT00000015899,CALCHIM00000035044,g14666.t1,6645,"['B_siliquastri_C_maculatus_A-linked_ortholog_9084', 'A_obtectus_C_chinensis_A-linked_ortholog_9125', 'A_obtectus_B_siliquastri_A-linked_ortholog_8800', 'B_siliquastri_C_chinensis_A-linked_ortholog_9712', 'C_chinensis_C_maculatus_A-linked_ortholog_8278', 'A_obtectus_C_maculatus_A-linked_ortholog_8389']"
A,rna-AOBTE_LOCUS30800,BRAKERILHT00000016146,CALCHIM00000035045,g14667.t2,6646,"['B_siliquastri_C_maculatus_A-linked_ortholog_9085', 'A_obtectus_C_chinensis_A-linked_ortholog_9126', 'A_obtectus_B_siliquastri_A-linked_ortholog_8801', 'B_siliquastri_C_chinensis_A-linked_ortholog_9713', 'C_chinensis_C_maculatus_A-linked_ortholog_8279', 'A_obtectus_C_maculatus_A-linked_ortholog_8390']"
A,rna-AOBTE_LOCUS30805-3,BRAKERILHT00000016154,CALCHIM00000051822,g14669.t1,6647,"['B_siliquastri_C_maculatus_A-linked_ortholog_9087', 'A_obtectus_C_chinensis_A-linked_ortholog_9128', 'A_obtectus_B_siliquastri_A-linked_ortholog_8804', 'B_siliquastri_C_chinensis_A-linked_ortholog_9715', 'C_chinensis_C_maculatus_A-linked_ortholog_7780', 'A_obtectus_C_maculatus_A-linked_ortholog_8392']"
A,rna-AOBTE_LOCUS30836-5,BRAKERILHT00000016683,CALCHIM00000057827,g14672.t1,6648,"['B_siliquastri_C_maculatus_A-linked_ortholog_9070', 'A_obtectus_B_siliquastri_A-linked_ortholog_8807', 'B_siliquastri_C_chinensis_A-linked_ortholog_9698', 'C_chinensis_C_maculatus_A-linked_ortholog_6901', 'A_obtectus_C_maculatus_A-linked_ortholog_8395']"
A,rna-AOBTE_LOCUS30840-2,BRAKERILHT00000016588,CALCHIM00000036541,g14716.t1,6649,"['B_siliquastri_C_maculatus_A-linked_ortholog_9045', 'A_obtectus_C_chinensis_A-linked_ortholog_9133', 'A_obtectus_B_siliquastri_A-linked_ortholog_8808', 'B_siliquastri_C_chinensis_A-linked_ortholog_9673', 'C_chinensis_C_maculatus_A-linked_ortholog_6735', 'A_obtectus_C_maculatus_A-linked_ortholog_8396']"
A,rna-AOBTE_LOCUS30841-2,BRAKERILHT00000016974,CALCHIM00000055418,g14753.t2,6650,"['B_siliquastri_C_maculatus_A-linked_ortholog_9044', 'A_obtectus_C_chinensis_A-linked_ortholog_9134', 'A_obtectus_B_siliquastri_A-linked_ortholog_8809', 'B_siliquastri_C_chinensis_A-linked_ortholog_9672', 'C_chinensis_C_maculatus_A-linked_ortholog_5880', 'A_obtectus_C_maculatus_A-linked_ortholog_8397']"
A,rna-AOBTE_LOCUS30872-2,BRAKERILHT00000016635,CALCHIM00000055377,g14749.t1,6651,"['B_siliquastri_C_maculatus_A-linked_ortholog_8847', 'A_obtectus_C_chinensis_A-linked_ortholog_9146', 'A_obtectus_B_siliquastri_A-linked_ortholog_8820', 'B_siliquastri_C_chinensis_A-linked_ortholog_9445', 'C_chinensis_C_maculatus_A-linked_ortholog_5876', 'A_obtectus_C_maculatus_A-linked_ortholog_8402']"
A,rna-AOBTE_LOCUS30873-2,BRAKERILHT00000016263,CALCHIM00000055374,g14748.t1,6652,"['B_siliquastri_C_maculatus_A-linked_ortholog_8848', 'A_obtectus_C_chinensis_A-linked_ortholog_9147', 'A_obtectus_B_siliquastri_A-linked_ortholog_8821', 'B_siliquastri_C_chinensis_A-linked_ortholog_9446', 'C_chinensis_C_maculatus_A-linked_ortholog_5875', 'A_obtectus_C_maculatus_A-linked_ortholog_8403']"
A,rna-AOBTE_LOCUS30875,BRAKERILHT00000016522,CALCHIM00000055368,g14746.t1,6653,"['B_siliquastri_C_maculatus_A-linked_ortholog_8849', 'A_obtectus_C_chinensis_A-linked_ortholog_9148', 'A_obtectus_B_siliquastri_A-linked_ortholog_8822', 'B_siliquastri_C_chinensis_A-linked_ortholog_9448', 'C_chinensis_C_maculatus_A-linked_ortholog_5874', 'A_obtectus_C_maculatus_A-linked_ortholog_8404']"
A,rna-AOBTE_LOCUS30878,BRAKERILHT00000016819,CALCHIM00000009451,g14744.t1,6654,"['B_siliquastri_C_maculatus_A-linked_ortholog_8661', 'A_obtectus_C_chinensis_A-linked_ortholog_9149', 'A_obtectus_B_siliquastri_A-linked_ortholog_8824', 'B_siliquastri_C_chinensis_A-linked_ortholog_9244', 'C_chinensis_C_maculatus_A-linked_ortholog_738', 'A_obtectus_C_maculatus_A-linked_ortholog_8405']"
A,rna-AOBTE_LOCUS30879-2,BRAKERILHT00000015945,CALCHIM00000055363,g14745.t2,6655,"['B_siliquastri_C_maculatus_A-linked_ortholog_8660', 'A_obtectus_C_chinensis_A-linked_ortholog_9150', 'A_obtectus_B_siliquastri_A-linked_ortholog_8825', 'B_siliquastri_C_chinensis_A-linked_ortholog_9243', 'C_chinensis_C_maculatus_A-linked_ortholog_5873', 'A_obtectus_C_maculatus_A-linked_ortholog_8406']"
A,rna-AOBTE_LOCUS30885,BRAKERILHT00000016189,CALCHIM00000009459,g11086.t1,6656,"['B_siliquastri_C_maculatus_A-linked_ortholog_8662', 'A_obtectus_C_chinensis_A-linked_ortholog_9152', 'A_obtectus_B_siliquastri_A-linked_ortholog_8827', 'B_siliquastri_C_chinensis_A-linked_ortholog_9246', 'C_chinensis_C_maculatus_A-linked_ortholog_739', 'A_obtectus_C_maculatus_A-linked_ortholog_8408']"
A,rna-AOBTE_LOCUS30886,BRAKERILHT00000016824,CALCHIM00000009460,g11082.t1,6657,"['B_siliquastri_C_maculatus_A-linked_ortholog_8663', 'A_obtectus_C_chinensis_A-linked_ortholog_9153', 'A_obtectus_B_siliquastri_A-linked_ortholog_8828', 'B_siliquastri_C_chinensis_A-linked_ortholog_9247', 'C_chinensis_C_maculatus_A-linked_ortholog_740', 'A_obtectus_C_maculatus_A-linked_ortholog_8409']"
A,rna-AOBTE_LOCUS30893,BRAKERILHT00000015893,CALCHIM00000009482,g11081.t1,6658,"['B_siliquastri_C_maculatus_A-linked_ortholog_8666', 'A_obtectus_C_chinensis_A-linked_ortholog_9156', 'A_obtectus_B_siliquastri_A-linked_ortholog_8832', 'B_siliquastri_C_chinensis_A-linked_ortholog_9250', 'C_chinensis_C_maculatus_A-linked_ortholog_744', 'A_obtectus_C_maculatus_A-linked_ortholog_8412']"
A,rna-AOBTE_LOCUS30898,BRAKERILHT00000015966,CALCHIM00000009518,g13791.t1,6659,"['B_siliquastri_C_maculatus_A-linked_ortholog_8668', 'A_obtectus_C_chinensis_A-linked_ortholog_9159', 'A_obtectus_B_siliquastri_A-linked_ortholog_8835', 'B_siliquastri_C_chinensis_A-linked_ortholog_9253', 'C_chinensis_C_maculatus_A-linked_ortholog_752', 'A_obtectus_C_maculatus_A-linked_ortholog_8415']"
A,rna-AOBTE_LOCUS30908-3,BRAKERILHT00000016464,CALCHIM00000009565,g13784.t1,6660,"['B_siliquastri_C_maculatus_A-linked_ortholog_8652', 'A_obtectus_C_chinensis_A-linked_ortholog_9162', 'A_obtectus_B_siliquastri_A-linked_ortholog_8837', 'B_siliquastri_C_chinensis_A-linked_ortholog_9235', 'C_chinensis_C_maculatus_A-linked_ortholog_755', 'A_obtectus_C_maculatus_A-linked_ortholog_8417']"
A,rna-AOBTE_LOCUS30911,BRAKERILHT00000016763,CALCHIM00000009568,g13783.t1,6661,"['B_siliquastri_C_maculatus_A-linked_ortholog_8653', 'A_obtectus_C_chinensis_A-linked_ortholog_9163', 'A_obtectus_B_siliquastri_A-linked_ortholog_8838', 'B_siliquastri_C_chinensis_A-linked_ortholog_9236', 'C_chinensis_C_maculatus_A-linked_ortholog_756', 'A_obtectus_C_maculatus_A-linked_ortholog_8418']"
A,rna-AOBTE_LOCUS30912-2,BRAKERILHT00000015666,CALCHIM00000009569,g14720.t1,6662,"['B_siliquastri_C_maculatus_A-linked_ortholog_8654', 'A_obtectus_C_chinensis_A-linked_ortholog_9164', 'A_obtectus_B_siliquastri_A-linked_ortholog_8839', 'B_siliquastri_C_chinensis_A-linked_ortholog_9237', 'C_chinensis_C_maculatus_A-linked_ortholog_757', 'A_obtectus_C_maculatus_A-linked_ortholog_8419']"
A,rna-AOBTE_LOCUS30916,BRAKERILHT00000011675,CALCHIM00000051783,g12917.t1,6663,"['B_siliquastri_C_maculatus_A-linked_ortholog_6339', 'A_obtectus_C_chinensis_A-linked_ortholog_9167', 'A_obtectus_B_siliquastri_A-linked_ortholog_8841', 'B_siliquastri_C_chinensis_A-linked_ortholog_6788', 'C_chinensis_C_maculatus_A-linked_ortholog_6456', 'A_obtectus_C_maculatus_A-linked_ortholog_8421']"
A,rna-AOBTE_LOCUS30917,BRAKERILHT00000016070,CALCHIM00000021070,g14777.t1,6664,"['B_siliquastri_C_maculatus_A-linked_ortholog_8701', 'A_obtectus_C_chinensis_A-linked_ortholog_9168', 'A_obtectus_B_siliquastri_A-linked_ortholog_8842', 'B_siliquastri_C_chinensis_A-linked_ortholog_9284', 'C_chinensis_C_maculatus_A-linked_ortholog_3214', 'A_obtectus_C_maculatus_A-linked_ortholog_8422']"
A,rna-AOBTE_LOCUS30919-3,BRAKERILHT00000016855,CALCHIM00000021074,g14779.t1,6665,"['B_siliquastri_C_maculatus_A-linked_ortholog_8700', 'A_obtectus_C_chinensis_A-linked_ortholog_9169', 'A_obtectus_B_siliquastri_A-linked_ortholog_8843', 'B_siliquastri_C_chinensis_A-linked_ortholog_9283', 'C_chinensis_C_maculatus_A-linked_ortholog_3216', 'A_obtectus_C_maculatus_A-linked_ortholog_8424']"
A,rna-AOBTE_LOCUS30920,BRAKERILHT00000015859,CALCHIM00000021075,g11090.t1,6666,"['B_siliquastri_C_maculatus_A-linked_ortholog_8699', 'A_obtectus_C_chinensis_A-linked_ortholog_9170', 'A_obtectus_B_siliquastri_A-linked_ortholog_8844', 'B_siliquastri_C_chinensis_A-linked_ortholog_9282', 'C_chinensis_C_maculatus_A-linked_ortholog_3217', 'A_obtectus_C_maculatus_A-linked_ortholog_8425']"
A,rna-AOBTE_LOCUS30922-6,BRAKERILHT00000016775,CALCHIM00000021077,g14743.t2,6667,"['B_siliquastri_C_maculatus_A-linked_ortholog_8642', 'A_obtectus_C_chinensis_A-linked_ortholog_9172', 'A_obtectus_B_siliquastri_A-linked_ortholog_8846', 'B_siliquastri_C_chinensis_A-linked_ortholog_9223', 'C_chinensis_C_maculatus_A-linked_ortholog_3219', 'A_obtectus_C_maculatus_A-linked_ortholog_8427']"
A,rna-AOBTE_LOCUS30923-2,BRAKERILHT00000015981,CALCHIM00000021079,g14741.t1,6668,"['B_siliquastri_C_maculatus_A-linked_ortholog_8641', 'A_obtectus_C_chinensis_A-linked_ortholog_9173', 'A_obtectus_B_siliquastri_A-linked_ortholog_8847', 'B_siliquastri_C_chinensis_A-linked_ortholog_9222', 'C_chinensis_C_maculatus_A-linked_ortholog_3221', 'A_obtectus_C_maculatus_A-linked_ortholog_8428']"
A,rna-AOBTE_LOCUS30924,BRAKERILHT00000016020,CALCHIM00000021069,g14776.t1,6669,"['B_siliquastri_C_maculatus_A-linked_ortholog_8702', 'A_obtectus_C_chinensis_A-linked_ortholog_9174', 'A_obtectus_B_siliquastri_A-linked_ortholog_8848', 'B_siliquastri_C_chinensis_A-linked_ortholog_9285', 'C_chinensis_C_maculatus_A-linked_ortholog_3213', 'A_obtectus_C_maculatus_A-linked_ortholog_8429']"
A,rna-AOBTE_LOCUS30925,BRAKERILHT00000015890,CALCHIM00000021061,g14774.t2,6670,"['B_siliquastri_C_maculatus_A-linked_ortholog_8703', 'A_obtectus_C_chinensis_A-linked_ortholog_9175', 'A_obtectus_B_siliquastri_A-linked_ortholog_8849', 'B_siliquastri_C_chinensis_A-linked_ortholog_9286', 'C_chinensis_C_maculatus_A-linked_ortholog_3212', 'A_obtectus_C_maculatus_A-linked_ortholog_8430']"
A,rna-AOBTE_LOCUS30930,BRAKERILHT00000016979,CALCHIM00000021016,g14772.t2,6671,"['B_siliquastri_C_maculatus_A-linked_ortholog_8706', 'A_obtectus_C_chinensis_A-linked_ortholog_9178', 'A_obtectus_B_siliquastri_A-linked_ortholog_8853', 'B_siliquastri_C_chinensis_A-linked_ortholog_9289', 'C_chinensis_C_maculatus_A-linked_ortholog_3199', 'A_obtectus_C_maculatus_A-linked_ortholog_8432']"
A,rna-AOBTE_LOCUS30931,BRAKERILHT00000016010,CALCHIM00000021028,g14769.t1,6672,"['B_siliquastri_C_maculatus_A-linked_ortholog_8709', 'A_obtectus_C_chinensis_A-linked_ortholog_9179', 'A_obtectus_B_siliquastri_A-linked_ortholog_8854', 'B_siliquastri_C_chinensis_A-linked_ortholog_9292', 'C_chinensis_C_maculatus_A-linked_ortholog_3201', 'A_obtectus_C_maculatus_A-linked_ortholog_8433']"
A,rna-AOBTE_LOCUS30932,BRAKERILHT00000016666,CALCHIM00000021030,g14768.t1,6673,"['B_siliquastri_C_maculatus_A-linked_ortholog_8708', 'A_obtectus_C_chinensis_A-linked_ortholog_9180', 'A_obtectus_B_siliquastri_A-linked_ortholog_8855', 'B_siliquastri_C_chinensis_A-linked_ortholog_9291', 'C_chinensis_C_maculatus_A-linked_ortholog_3202', 'A_obtectus_C_maculatus_A-linked_ortholog_8434']"
A,rna-AOBTE_LOCUS30933-4,BRAKERILHT00000015684,CALCHIM00000021031,g14767.t1,6674,"['B_siliquastri_C_maculatus_A-linked_ortholog_8707', 'A_obtectus_C_chinensis_A-linked_ortholog_9181', 'A_obtectus_B_siliquastri_A-linked_ortholog_8856', 'B_siliquastri_C_chinensis_A-linked_ortholog_9290', 'C_chinensis_C_maculatus_A-linked_ortholog_3203', 'A_obtectus_C_maculatus_A-linked_ortholog_8435']"
A,rna-AOBTE_LOCUS30934-2,BRAKERILHT00000016788,CALCHIM00000021021,g14770.t1,6675,"['B_siliquastri_C_maculatus_A-linked_ortholog_8710', 'A_obtectus_C_chinensis_A-linked_ortholog_9182', 'A_obtectus_B_siliquastri_A-linked_ortholog_8857', 'B_siliquastri_C_chinensis_A-linked_ortholog_9293', 'C_chinensis_C_maculatus_A-linked_ortholog_3200', 'A_obtectus_C_maculatus_A-linked_ortholog_8436']"
A,rna-AOBTE_LOCUS30935-2,BRAKERILHT00000016507,CALCHIM00000021032,g14766.t1,6676,"['B_siliquastri_C_maculatus_A-linked_ortholog_8712', 'A_obtectus_C_chinensis_A-linked_ortholog_9183', 'A_obtectus_B_siliquastri_A-linked_ortholog_8859', 'B_siliquastri_C_chinensis_A-linked_ortholog_9294', 'C_chinensis_C_maculatus_A-linked_ortholog_3204', 'A_obtectus_C_maculatus_A-linked_ortholog_8438']"
A,rna-AOBTE_LOCUS30938,BRAKERILHT00000016299,CALCHIM00000021034,g14765.t1,6677,"['B_siliquastri_C_maculatus_A-linked_ortholog_8713', 'A_obtectus_C_chinensis_A-linked_ortholog_9184', 'A_obtectus_B_siliquastri_A-linked_ortholog_8860', 'B_siliquastri_C_chinensis_A-linked_ortholog_9295', 'C_chinensis_C_maculatus_A-linked_ortholog_3205', 'A_obtectus_C_maculatus_A-linked_ortholog_8439']"
A,rna-AOBTE_LOCUS30941,BRAKERILHT00000015638,CALCHIM00000021041,g14763.t1,6678,"['B_siliquastri_C_maculatus_A-linked_ortholog_8714', 'A_obtectus_C_chinensis_A-linked_ortholog_9186', 'A_obtectus_B_siliquastri_A-linked_ortholog_8861', 'B_siliquastri_C_chinensis_A-linked_ortholog_9296', 'C_chinensis_C_maculatus_A-linked_ortholog_3207', 'A_obtectus_C_maculatus_A-linked_ortholog_8441']"
A,rna-AOBTE_LOCUS30943,BRAKERILHT00000016013,CALCHIM00000021047,g14755.t1,6679,"['B_siliquastri_C_maculatus_A-linked_ortholog_8715', 'A_obtectus_C_chinensis_A-linked_ortholog_9188', 'A_obtectus_B_siliquastri_A-linked_ortholog_8862', 'B_siliquastri_C_chinensis_A-linked_ortholog_9297', 'C_chinensis_C_maculatus_A-linked_ortholog_3209', 'A_obtectus_C_maculatus_A-linked_ortholog_8443']"
A,rna-AOBTE_LOCUS30944,BRAKERILHT00000016794,CALCHIM00000021048,g14756.t1,6680,"['B_siliquastri_C_maculatus_A-linked_ortholog_8716', 'A_obtectus_C_chinensis_A-linked_ortholog_9189', 'A_obtectus_B_siliquastri_A-linked_ortholog_8863', 'B_siliquastri_C_chinensis_A-linked_ortholog_9298', 'C_chinensis_C_maculatus_A-linked_ortholog_3210', 'A_obtectus_C_maculatus_A-linked_ortholog_8444']"
A,rna-AOBTE_LOCUS30946,BRAKERILHT00000015745,CALCHIM00000021049,g14757.t1,6681,"['B_siliquastri_C_maculatus_A-linked_ortholog_8717', 'A_obtectus_C_chinensis_A-linked_ortholog_9190', 'A_obtectus_B_siliquastri_A-linked_ortholog_8864', 'B_siliquastri_C_chinensis_A-linked_ortholog_9299', 'C_chinensis_C_maculatus_A-linked_ortholog_3211', 'A_obtectus_C_maculatus_A-linked_ortholog_8445']"
A,rna-AOBTE_LOCUS30949-5,BRAKERILHT00000015766,CALCHIM00000021010,g14758.t1,6682,"['B_siliquastri_C_maculatus_A-linked_ortholog_8718', 'A_obtectus_C_chinensis_A-linked_ortholog_9192', 'A_obtectus_B_siliquastri_A-linked_ortholog_8866', 'B_siliquastri_C_chinensis_A-linked_ortholog_9302', 'C_chinensis_C_maculatus_A-linked_ortholog_3198', 'A_obtectus_C_maculatus_A-linked_ortholog_8446']"
A,rna-AOBTE_LOCUS30952,BRAKERILHT00000016307,CALCHIM00000055427,g14761.t1,6683,"['B_siliquastri_C_maculatus_A-linked_ortholog_8719', 'A_obtectus_C_chinensis_A-linked_ortholog_9194', 'A_obtectus_B_siliquastri_A-linked_ortholog_8867', 'B_siliquastri_C_chinensis_A-linked_ortholog_9303', 'C_chinensis_C_maculatus_A-linked_ortholog_5882', 'A_obtectus_C_maculatus_A-linked_ortholog_8448']"
A,rna-AOBTE_LOCUS30954-3,BRAKERILHT00000016381,CALCHIM00000055426,g14754.t1,6684,"['B_siliquastri_C_maculatus_A-linked_ortholog_8720', 'A_obtectus_C_chinensis_A-linked_ortholog_9195', 'A_obtectus_B_siliquastri_A-linked_ortholog_8868', 'B_siliquastri_C_chinensis_A-linked_ortholog_9304', 'C_chinensis_C_maculatus_A-linked_ortholog_5881', 'A_obtectus_C_maculatus_A-linked_ortholog_8449']"
A,rna-AOBTE_LOCUS30955,BRAKERILHT00000016083,CALCHIM00000019699,g14718.t1,6685,"['B_siliquastri_C_maculatus_A-linked_ortholog_8721', 'A_obtectus_C_chinensis_A-linked_ortholog_9196', 'A_obtectus_B_siliquastri_A-linked_ortholog_8869', 'B_siliquastri_C_chinensis_A-linked_ortholog_9305', 'C_chinensis_C_maculatus_A-linked_ortholog_8942', 'A_obtectus_C_maculatus_A-linked_ortholog_8450']"
A,rna-AOBTE_LOCUS30962-2,BRAKERILHT00000015663,CALCHIM00000021080,g14740.t1,6686,"['B_siliquastri_C_maculatus_A-linked_ortholog_8640', 'A_obtectus_C_chinensis_A-linked_ortholog_9199', 'A_obtectus_B_siliquastri_A-linked_ortholog_8872', 'B_siliquastri_C_chinensis_A-linked_ortholog_9221', 'C_chinensis_C_maculatus_A-linked_ortholog_3222', 'A_obtectus_C_maculatus_A-linked_ortholog_8451']"
A,rna-AOBTE_LOCUS30963,BRAKERILHT00000016501,CALCHIM00000021088,g14739.t1,6687,"['B_siliquastri_C_maculatus_A-linked_ortholog_8639', 'A_obtectus_C_chinensis_A-linked_ortholog_9200', 'A_obtectus_B_siliquastri_A-linked_ortholog_8873', 'B_siliquastri_C_chinensis_A-linked_ortholog_9220', 'C_chinensis_C_maculatus_A-linked_ortholog_3224', 'A_obtectus_C_maculatus_A-linked_ortholog_8452']"
A,rna-AOBTE_LOCUS30964-2,BRAKERILHT00000015982,CALCHIM00000021089,g14738.t1,6688,"['B_siliquastri_C_maculatus_A-linked_ortholog_8638', 'A_obtectus_C_chinensis_A-linked_ortholog_9201', 'A_obtectus_B_siliquastri_A-linked_ortholog_8874', 'B_siliquastri_C_chinensis_A-linked_ortholog_9219', 'C_chinensis_C_maculatus_A-linked_ortholog_3225', 'A_obtectus_C_maculatus_A-linked_ortholog_8453']"
A,rna-AOBTE_LOCUS30966,BRAKERILHT00000016965,CALCHIM00000021090,g14737.t1,6689,"['B_siliquastri_C_maculatus_A-linked_ortholog_8637', 'A_obtectus_C_chinensis_A-linked_ortholog_9202', 'A_obtectus_B_siliquastri_A-linked_ortholog_8875', 'B_siliquastri_C_chinensis_A-linked_ortholog_9218', 'C_chinensis_C_maculatus_A-linked_ortholog_3226', 'A_obtectus_C_maculatus_A-linked_ortholog_8454']"
A,rna-AOBTE_LOCUS30968-2,BRAKERILHT00000016249,CALCHIM00000021097,g14736.t1,6690,"['B_siliquastri_C_maculatus_A-linked_ortholog_8636', 'A_obtectus_C_chinensis_A-linked_ortholog_9204', 'A_obtectus_B_siliquastri_A-linked_ortholog_8877', 'B_siliquastri_C_chinensis_A-linked_ortholog_9217', 'C_chinensis_C_maculatus_A-linked_ortholog_3227', 'A_obtectus_C_maculatus_A-linked_ortholog_8455']"
A,rna-AOBTE_LOCUS30970,BRAKERILHT00000015625,CALCHIM00000021100,g14735.t2,6691,"['B_siliquastri_C_maculatus_A-linked_ortholog_8635', 'A_obtectus_C_chinensis_A-linked_ortholog_9205', 'A_obtectus_B_siliquastri_A-linked_ortholog_8878', 'B_siliquastri_C_chinensis_A-linked_ortholog_9216', 'C_chinensis_C_maculatus_A-linked_ortholog_3228', 'A_obtectus_C_maculatus_A-linked_ortholog_8456']"
A,rna-AOBTE_LOCUS30974,BRAKERILHT00000016684,CALCHIM00000011049,g14734.t1,6692,"['B_siliquastri_C_maculatus_A-linked_ortholog_8634', 'A_obtectus_C_chinensis_A-linked_ortholog_9206', 'A_obtectus_B_siliquastri_A-linked_ortholog_8880', 'B_siliquastri_C_chinensis_A-linked_ortholog_9215', 'C_chinensis_C_maculatus_A-linked_ortholog_8545', 'A_obtectus_C_maculatus_A-linked_ortholog_8457']"
A,rna-AOBTE_LOCUS30975,BRAKERILHT00000015844,CALCHIM00000044432,g14733.t1,6693,"['B_siliquastri_C_maculatus_A-linked_ortholog_8643', 'A_obtectus_C_chinensis_A-linked_ortholog_9207', 'A_obtectus_B_siliquastri_A-linked_ortholog_8881', 'B_siliquastri_C_chinensis_A-linked_ortholog_9224', 'C_chinensis_C_maculatus_A-linked_ortholog_8508', 'A_obtectus_C_maculatus_A-linked_ortholog_8458']"
